Target,gene
POLR2H,CASKIN1
HNRNPM,CASKIN1
SF3A2,CASKIN1
SNRPB2,CASKIN1
DDX23,CASKIN1
GTF2F2,CASKIN1
POLR2F,CASKIN1
HNRNPH1,CASKIN1
SNRPD3,CASKIN1
PRPF4,CASKIN1
POLR2J,CASKIN1
POLR2I,CASKIN1
PCBP1,CASKIN1
SNU13,CASKIN1
SRSF11,CASKIN1
SF3A3,CASKIN1
SNRPF,CASKIN1
POLR2G,CASKIN1
HNRNPH2,CASKIN1
HNRNPA0,CASKIN1
SNRPD2,CASKIN1
SRRM1,CASKIN1
CPSF3,CASKIN1
PRPF6,CASKIN1
SNRNP70,CASKIN1
ALYREF,CASKIN1
HNRNPL,CASKIN1
CPSF1,CASKIN1
ENSG00000111987,CASKIN1
SNRPA1,CASKIN1
HNRNPC,CASKIN1
PAPOLA,CASKIN1
SF3B1,CASKIN1
NFX1,CASKIN1
EFTUD2,CASKIN1
CDC40,CASKIN1
CSTF2,CASKIN1
POLR2D,CASKIN1
SNRPB,CASKIN1
SF3B2,CASKIN1
SF3B3,CASKIN1
DHX9,CASKIN1
CSTF1,CASKIN1
HNRNPA2B1,CASKIN1
SNRPA,CASKIN1
PTBP1,CASKIN1
POLR2L,CASKIN1
SNRPG,CASKIN1
POLR2E,CASKIN1
SNRPD1,CASKIN1
SRSF2,CASKIN1
CD2BP2,CASKIN1
SF3B4,CASKIN1
RBM5,CASKIN1
YBX1,CASKIN1
CPSF7,CASKIN1
SRSF3,CASKIN1
HNRNPUL1,CASKIN1
PABPN1,CASKIN1
POLR2K,CASKIN1
PCF11,CASKIN1
TXNL4A,CASKIN1
SRSF1,CASKIN1
SRSF9,CASKIN1
HNRNPD,CASKIN1
CPSF2,CASKIN1
SF3B5,CASKIN1
NUDT21,CASKIN1
CCAR1,CASKIN1
SNRPB2,AC124312.1
SNRPD3,AC124312.1
SNRPF,AC124312.1
SNRPD2,AC124312.1
HTATSF1,AC124312.1
SNRPB,AC124312.1
SF3B3,AC124312.1
SNRPA,AC124312.1
SNRPN,AC124312.1
TBP,AC124312.1
SNRPG,AC124312.1
SNRPD1,AC124312.1
CD2BP2,AC124312.1
ELOC,AC124312.1
SNRPE,AC124312.1
HNRNPR,CLP1
POLR2B,CLP1
POLR2C,CLP1
SRSF5,CLP1
SRSF4,CLP1
HNRNPU,CLP1
HNRNPF,CLP1
SNRNP200,CLP1
SF3A1,CLP1
HNRNPA1,CLP1
HNRNPK,CLP1
NCBP2,CLP1
SRSF7,CLP1
POLR2A,CLP1
POLR2H,CLP1
HNRNPM,CLP1
SF3A2,CLP1
SNRPB2,CLP1
DDX23,CLP1
GTF2F2,CLP1
POLR2F,CLP1
HNRNPH1,CLP1
SNRPD3,CLP1
PRPF4,CLP1
POLR2J,CLP1
POLR2I,CLP1
PCBP1,CLP1
SNU13,CLP1
SRSF11,CLP1
SF3A3,CLP1
SNRPF,CLP1
POLR2G,CLP1
HNRNPH2,CLP1
HNRNPA0,CLP1
TAF6,CLP1
SNRPD2,CLP1
SRRM1,CLP1
CPSF3,CLP1
PRPF6,CLP1
SNRNP70,CLP1
ALYREF,CLP1
HNRNPL,CLP1
CPSF1,CLP1
ENSG00000111987,CLP1
SNRPA1,CLP1
HNRNPC,CLP1
PAPOLA,CLP1
SF3B1,CLP1
NFX1,CLP1
EFTUD2,CLP1
CDC40,CLP1
CSTF2,CLP1
POLR2D,CLP1
SNRPB,CLP1
SF3B2,CLP1
SF3B3,CLP1
DHX9,CLP1
CSTF1,CLP1
HNRNPA2B1,CLP1
SNRPA,CLP1
PTBP1,CLP1
SRPK1,CLP1
POLR2L,CLP1
SNRPG,CLP1
POLR2E,CLP1
SNRPD1,CLP1
SRSF2,CLP1
CD2BP2,CLP1
SF3B4,CLP1
RBM5,CLP1
YBX1,CLP1
CPSF7,CLP1
SRSF3,CLP1
HNRNPUL1,CLP1
PABPN1,CLP1
POLR2K,CLP1
PCF11,CLP1
TXNL4A,CLP1
SRSF1,CLP1
SRSF9,CLP1
HNRNPD,CLP1
CPSF2,CLP1
SF3B5,CLP1
NUDT21,CLP1
CCAR1,CLP1
CASKIN1,CLP1
TBP,CXXC1
TFIP11,CXXC1
TAF12,GTF2E2
POLR2B,GTF2E2
MNAT1,GTF2E2
POLR2C,GTF2E2
GTF2H2C,GTF2E2
CDK7,GTF2E2
POLR2A,GTF2E2
POLR2H,GTF2E2
GTF2F2,GTF2E2
POLR2F,GTF2E2
CCNH,GTF2E2
TAF7,GTF2E2
POLR2J,GTF2E2
POLR2I,GTF2E2
SUPT16H,GTF2E2
TAF4,GTF2E2
POLR2G,GTF2E2
GTF2H2,GTF2E2
GTF2H3,GTF2E2
TAF6,GTF2E2
AK6,GTF2E2
GTF2B,GTF2E2
ERCC3,GTF2E2
GTF2H1,GTF2E2
TAF5,GTF2E2
POLR2J3,GTF2E2
TAF1,GTF2E2
GTF2H4,GTF2E2
ENSG00000215476,GTF2E2
POLR2D,GTF2E2
TBP,GTF2E2
POLR2L,GTF2E2
POLR2E,GTF2E2
ERCC2,GTF2E2
GTF2A2,GTF2E2
TAF2,GTF2E2
TAF7L,GTF2E2
POLR2K,GTF2E2
TAF10,GTF2E2
HNRNPR,ENSG00000182367
YJU2,ENSG00000182367
PRPF40A,ENSG00000182367
CWC22,ENSG00000182367
SNRNP200,ENSG00000182367
SF3A1,ENSG00000182367
SF3A2,ENSG00000182367
DDX23,ENSG00000182367
PRPF31,ENSG00000182367
LSM6,ENSG00000182367
PRPF19,ENSG00000182367
SNRPD3,ENSG00000182367
PRPF4,ENSG00000182367
LUC7L,ENSG00000182367
SF3A3,ENSG00000182367
SNRPF,ENSG00000182367
LSM5,ENSG00000182367
SNRPD2,ENSG00000182367
PRPF6,ENSG00000182367
SNRNP70,ENSG00000182367
PLRG1,ENSG00000182367
TIA1,ENSG00000182367
ENSG00000111987,ENSG00000182367
SNRPA1,ENSG00000182367
INCENP,ENSG00000182367
PRPF3,ENSG00000182367
SF3B1,ENSG00000182367
LSM3,ENSG00000182367
PRPF18,ENSG00000182367
LSM7,ENSG00000182367
DDX46,ENSG00000182367
CDC40,ENSG00000182367
AAR2,ENSG00000182367
SF3B2,ENSG00000182367
SF3B3,ENSG00000182367
PRPF8,ENSG00000182367
SNRPA,ENSG00000182367
SNRPG,ENSG00000182367
LSM4,ENSG00000182367
DHX8,ENSG00000182367
AL078621.1,ENSG00000182367
SNRPD1,ENSG00000182367
SF3B4,ENSG00000182367
CRNKL1,ENSG00000182367
TIAL1,ENSG00000182367
TXNL4A,ENSG00000182367
SLU7,ENSG00000182367
PCID2,ENSG00000182367
TAF12,TAF13
POLR2B,TAF13
MNAT1,TAF13
POLR2C,TAF13
CDK7,TAF13
ENSG00000215719,TAF13
POLR2A,TAF13
POLR2H,TAF13
GTF2F2,TAF13
POLR2F,TAF13
CCNH,TAF13
ING2,TAF13
TAF7,TAF13
POLR2J,TAF13
POLR2I,TAF13
TAF9B,TAF13
TAF4,TAF13
POLR2G,TAF13
GTF2H2,TAF13
GTF2H3,TAF13
TAF6,TAF13
AK6,TAF13
GTF2B,TAF13
ERCC3,TAF13
CPSF1,TAF13
GTF2H1,TAF13
TAF5,TAF13
TAF1,TAF13
POLR2D,TAF13
BPTF,TAF13
TBP,TAF13
POLR2L,TAF13
POLR2E,TAF13
ERCC2,TAF13
BUD13,TAF13
GTF2A2,TAF13
AL590763.1,TAF13
TAF2,TAF13
TAF7L,TAF13
POLR2K,TAF13
TAF10,TAF13
GTF2E2,TAF13
YJU2,BUD31
PRPF40A,BUD31
XAB2,BUD31
CWC22,BUD31
SNRNP200,BUD31
SF3A1,BUD31
NCBP2,BUD31
SF3A2,BUD31
DDX23,BUD31
PRPF31,BUD31
LSM6,BUD31
PRPF19,BUD31
SNRPD3,BUD31
PRPF4,BUD31
LUC7L,BUD31
SF3A3,BUD31
SNRPF,BUD31
LSM5,BUD31
SNRPD2,BUD31
PRPF6,BUD31
SNRNP70,BUD31
PLRG1,BUD31
TIA1,BUD31
ENSG00000111987,BUD31
SNRPA1,BUD31
INCENP,BUD31
PRPF3,BUD31
SF3B1,BUD31
PRPF18,BUD31
LSM7,BUD31
CDC40,BUD31
AAR2,BUD31
SF3B2,BUD31
SF3B3,BUD31
PRPF8,BUD31
SNRPA,BUD31
SNRPG,BUD31
LSM4,BUD31
DHX8,BUD31
AL078621.1,BUD31
SNRPD1,BUD31
SF3B4,BUD31
CRNKL1,BUD31
TIAL1,BUD31
BUD13,BUD31
SNRPE,BUD31
TFIP11,BUD31
RBMX2,BUD31
TXNL4A,BUD31
SLU7,BUD31
PCID2,BUD31
ENSG00000182367,BUD31
YJU2,ENSG00000108296
PRPF40A,ENSG00000108296
XAB2,ENSG00000108296
CWC22,ENSG00000108296
SNRNP200,ENSG00000108296
SF3A1,ENSG00000108296
SF3A2,ENSG00000108296
SUPT5H,ENSG00000108296
PRPF19,ENSG00000108296
SNRPD3,ENSG00000108296
SF3A3,ENSG00000108296
SNRPF,ENSG00000108296
SNRPD2,ENSG00000108296
PLRG1,ENSG00000108296
SNRPA1,ENSG00000108296
SF3B1,ENSG00000108296
CDC40,ENSG00000108296
SF3B2,ENSG00000108296
SF3B3,ENSG00000108296
PRPF8,ENSG00000108296
SNRPA,ENSG00000108296
SNRPG,ENSG00000108296
DHX8,ENSG00000108296
AL078621.1,ENSG00000108296
SNRPD1,ENSG00000108296
CRNKL1,ENSG00000108296
BUD13,ENSG00000108296
RBMX2,ENSG00000108296
SLU7,ENSG00000108296
BUD31,ENSG00000108296
CDK7,SUB1
SUPT5H,SUB1
GTF2B,SUB1
TAF1,SUB1
CSTF2,SUB1
TBP,SUB1
AL590763.1,SUB1
HNRNPR,FUS
POLR2B,FUS
POLR2C,FUS
SRSF5,FUS
SRSF4,FUS
HNRNPU,FUS
HNRNPF,FUS
SNRNP200,FUS
SF3A1,FUS
HNRNPA1,FUS
HNRNPK,FUS
NCBP2,FUS
SRSF7,FUS
POLR2A,FUS
POLR2H,FUS
HNRNPM,FUS
SF3A2,FUS
SNRPB2,FUS
DDX23,FUS
GTF2F2,FUS
POLR2F,FUS
HNRNPH1,FUS
SNRPD3,FUS
PRPF4,FUS
POLR2J,FUS
POLR2I,FUS
PCBP1,FUS
SNU13,FUS
SRSF11,FUS
SF3A3,FUS
SNRPF,FUS
POLR2G,FUS
HNRNPH2,FUS
HNRNPA0,FUS
SNRPD2,FUS
SRRM1,FUS
CPSF3,FUS
PRPF6,FUS
SNRNP70,FUS
HTATSF1,FUS
ALYREF,FUS
HNRNPL,FUS
CPSF1,FUS
ENSG00000111987,FUS
SNRPA1,FUS
HNRNPC,FUS
PAPOLA,FUS
PRPF3,FUS
SF3B1,FUS
NFX1,FUS
EFTUD2,FUS
CDC40,FUS
CSTF2,FUS
POLR2D,FUS
SNRPB,FUS
SF3B2,FUS
SF3B3,FUS
DHX9,FUS
CSTF1,FUS
HNRNPA2B1,FUS
SNRPA,FUS
PTBP1,FUS
SRPK1,FUS
POLR2L,FUS
SNRPG,FUS
POLR2E,FUS
SNRPD1,FUS
SRSF2,FUS
CD2BP2,FUS
SF3B4,FUS
RBM5,FUS
YBX1,FUS
CPSF7,FUS
SRSF3,FUS
HNRNPUL1,FUS
PABPN1,FUS
POLR2K,FUS
PCF11,FUS
TXNL4A,FUS
SRSF1,FUS
SRSF9,FUS
HNRNPD,FUS
CPSF2,FUS
SF3B5,FUS
NUDT21,FUS
CCAR1,FUS
CASKIN1,FUS
CLP1,FUS
POLR2B,LSM10
POLR2C,LSM10
NCBP2,LSM10
POLR2A,LSM10
POLR2H,LSM10
GTF2F2,LSM10
POLR2F,LSM10
SNRPD3,LSM10
POLR2J,LSM10
POLR2I,LSM10
SNRPF,LSM10
POLR2G,LSM10
SNRPD2,LSM10
ALYREF,LSM10
LSM3,LSM10
POLR2D,LSM10
SNRPB,LSM10
POLR2L,LSM10
SNRPG,LSM10
POLR2E,LSM10
SNRPD1,LSM10
POLR2K,LSM10
TAF12,ENSG00000172660
POLR2C,ENSG00000172660
HNRNPU,ENSG00000172660
ENSG00000215719,ENSG00000172660
HNRNPM,ENSG00000172660
HNRNPH1,ENSG00000172660
TAF7,ENSG00000172660
POLR2G,ENSG00000172660
SAFB,ENSG00000172660
TAF5,ENSG00000172660
TAF1,ENSG00000172660
SRPK1,ENSG00000172660
POLR2E,ENSG00000172660
AL590763.1,ENSG00000172660
HNRNPUL1,ENSG00000172660
TAF13,ENSG00000172660
FUS,ENSG00000172660
POLR2B,RNMT
MNAT1,RNMT
POLR2C,RNMT
CDK7,RNMT
NCBP2,RNMT
POLR2A,RNMT
POLR2H,RNMT
SUPT5H,RNMT
GTF2F2,RNMT
POLR2F,RNMT
CCNH,RNMT
POLR2J,RNMT
POLR2I,RNMT
POLR2G,RNMT
GTF2H2,RNMT
GTF2H3,RNMT
RNGTT,RNMT
ERCC3,RNMT
GTF2H1,RNMT
POLR2J3,RNMT
POLR2D,RNMT
POLR2L,RNMT
POLR2E,RNMT
ERCC2,RNMT
POLR2K,RNMT
FUS,RNMT
HNRNPR,ZMAT2
PRPF40A,ZMAT2
XAB2,ZMAT2
CWC22,ZMAT2
SNRNP200,ZMAT2
SF3A1,ZMAT2
NCBP2,ZMAT2
SF3A2,ZMAT2
PRPF31,ZMAT2
LSM6,ZMAT2
PRPF19,ZMAT2
SNRPD3,ZMAT2
PRPF4,ZMAT2
LUC7L,ZMAT2
SF3A3,ZMAT2
LSM5,ZMAT2
SNRPD2,ZMAT2
PRPF6,ZMAT2
SNRNP70,ZMAT2
PLRG1,ZMAT2
TIA1,ZMAT2
ENSG00000111987,ZMAT2
SNRPA1,ZMAT2
INCENP,ZMAT2
PRPF3,ZMAT2
SF3B1,ZMAT2
LSM3,ZMAT2
LSM7,ZMAT2
CDC40,ZMAT2
AAR2,ZMAT2
SF3B2,ZMAT2
SF3B3,ZMAT2
PRPF8,ZMAT2
SNRPA,ZMAT2
LSM4,ZMAT2
DHX8,ZMAT2
AL078621.1,ZMAT2
SNRPD1,ZMAT2
SF3B4,ZMAT2
CRNKL1,ZMAT2
TIAL1,ZMAT2
TFIP11,ZMAT2
RBMX2,ZMAT2
TXNL4A,ZMAT2
PCID2,ZMAT2
BUD31,ZMAT2
SRSF5,APOBEC1
SRSF4,APOBEC1
NCBP2,APOBEC1
SRSF7,APOBEC1
SRSF11,APOBEC1
SRRM1,APOBEC1
CPSF3,APOBEC1
ALYREF,APOBEC1
CPSF1,APOBEC1
PAPOLA,APOBEC1
NFX1,APOBEC1
CDC40,APOBEC1
CSTF2,APOBEC1
CSTF1,APOBEC1
SRSF2,APOBEC1
CPSF7,APOBEC1
SRSF3,APOBEC1
PABPN1,APOBEC1
PCF11,APOBEC1
SRSF1,APOBEC1
SRSF9,APOBEC1
CPSF2,APOBEC1
NUDT21,APOBEC1
CASKIN1,APOBEC1
CLP1,APOBEC1
YJU2,RAB43
PRPF40A,RAB43
XAB2,RAB43
CWC22,RAB43
SNRNP200,RAB43
SF3A1,RAB43
NCBP2,RAB43
SF3A2,RAB43
PRPF31,RAB43
LSM6,RAB43
PRPF19,RAB43
SNRPD3,RAB43
PRPF4,RAB43
LUC7L,RAB43
SF3A3,RAB43
SNRPF,RAB43
LSM5,RAB43
SNRPD2,RAB43
PRPF6,RAB43
SNRNP70,RAB43
PLRG1,RAB43
TIA1,RAB43
ENSG00000111987,RAB43
SNRPA1,RAB43
INCENP,RAB43
PRPF3,RAB43
SF3B1,RAB43
LSM7,RAB43
CDC40,RAB43
AAR2,RAB43
SF3B2,RAB43
SF3B3,RAB43
PRPF8,RAB43
SNRPA,RAB43
SNRPG,RAB43
LSM4,RAB43
DHX8,RAB43
AL078621.1,RAB43
SNRPD1,RAB43
SF3B4,RAB43
CRNKL1,RAB43
TIAL1,RAB43
BUD13,RAB43
TFIP11,RAB43
RBMX2,RAB43
TXNL4A,RAB43
SLU7,RAB43
PCID2,RAB43
BUD31,RAB43
ENSG00000108296,RAB43
ZMAT2,RAB43
AK6,LENG8
ALYREF,LENG8
PCID2,LENG8
TAF12,GTF2A1
POLR2B,GTF2A1
MNAT1,GTF2A1
POLR2C,GTF2A1
GTF2H2C,GTF2A1
CDK7,GTF2A1
ENSG00000215719,GTF2A1
POLR2A,GTF2A1
POLR2H,GTF2A1
GTF2F2,GTF2A1
POLR2F,GTF2A1
CCNH,GTF2A1
TAF7,GTF2A1
POLR2J,GTF2A1
POLR2I,GTF2A1
SUPT16H,GTF2A1
TAF4,GTF2A1
POLR2G,GTF2A1
GTF2H2,GTF2A1
GTF2H3,GTF2A1
TAF6,GTF2A1
AK6,GTF2A1
GTF2B,GTF2A1
ERCC3,GTF2A1
GTF2H1,GTF2A1
TAF5,GTF2A1
POLR2J3,GTF2A1
TAF1,GTF2A1
GTF2H4,GTF2A1
ENSG00000215476,GTF2A1
POLR2D,GTF2A1
TBP,GTF2A1
POLR2L,GTF2A1
POLR2E,GTF2A1
ERCC2,GTF2A1
GTF2A2,GTF2A1
AL590763.1,GTF2A1
TAF2,GTF2A1
TAF7L,GTF2A1
POLR2K,GTF2A1
TAF10,GTF2A1
GTF2E2,GTF2A1
TAF13,GTF2A1
HNRNPR,DHX38
POLR2B,DHX38
POLR2C,DHX38
PRPF40A,DHX38
SRSF5,DHX38
SRSF4,DHX38
HNRNPU,DHX38
HNRNPF,DHX38
SNRNP200,DHX38
SF3A1,DHX38
HNRNPA1,DHX38
HNRNPK,DHX38
NCBP2,DHX38
SRSF7,DHX38
POLR2A,DHX38
POLR2H,DHX38
HNRNPM,DHX38
SF3A2,DHX38
SNRPB2,DHX38
DDX23,DHX38
GTF2F2,DHX38
POLR2F,DHX38
HNRNPH1,DHX38
CCNH,DHX38
SNRPD3,DHX38
PRPF4,DHX38
POLR2J,DHX38
POLR2I,DHX38
PCBP1,DHX38
SNU13,DHX38
SRSF11,DHX38
SF3A3,DHX38
SNRPF,DHX38
POLR2G,DHX38
HNRNPH2,DHX38
HNRNPA0,DHX38
SNRPD2,DHX38
SRRM1,DHX38
CPSF3,DHX38
PRPF6,DHX38
SNRNP70,DHX38
ALYREF,DHX38
HNRNPL,DHX38
CPSF1,DHX38
ENSG00000111987,DHX38
SNRPA1,DHX38
HNRNPC,DHX38
INCENP,DHX38
PAPOLA,DHX38
SF3B1,DHX38
PRPF18,DHX38
NFX1,DHX38
EFTUD2,DHX38
DDX46,DHX38
CDC40,DHX38
CSTF2,DHX38
POLR2D,DHX38
AAR2,DHX38
SNRPB,DHX38
SF3B2,DHX38
SF3B3,DHX38
DHX9,DHX38
CSTF1,DHX38
PRPF8,DHX38
HNRNPA2B1,DHX38
SNRPA,DHX38
PTBP1,DHX38
POLR2L,DHX38
SNRPG,DHX38
LSM4,DHX38
DHX8,DHX38
POLR2E,DHX38
SNRPD1,DHX38
SRSF2,DHX38
CD2BP2,DHX38
SF3B4,DHX38
CRNKL1,DHX38
RBM5,DHX38
YBX1,DHX38
CPSF7,DHX38
SRSF3,DHX38
HNRNPUL1,DHX38
PABPN1,DHX38
POLR2K,DHX38
SNRPE,DHX38
PCF11,DHX38
TXNL4A,DHX38
SRSF1,DHX38
SLU7,DHX38
SRSF9,DHX38
HNRNPD,DHX38
CPSF2,DHX38
SF3B5,DHX38
NUDT21,DHX38
CCAR1,DHX38
CASKIN1,DHX38
CLP1,DHX38
ENSG00000182367,DHX38
FUS,DHX38
APOBEC1,DHX38
RAB43,DHX38
HNRNPR,HNRNPA3
POLR2B,HNRNPA3
POLR2C,HNRNPA3
SRSF5,HNRNPA3
SRSF4,HNRNPA3
HNRNPU,HNRNPA3
HNRNPF,HNRNPA3
SNRNP200,HNRNPA3
SF3A1,HNRNPA3
HNRNPA1,HNRNPA3
HNRNPK,HNRNPA3
NCBP2,HNRNPA3
SRSF7,HNRNPA3
POLR2A,HNRNPA3
POLR2H,HNRNPA3
HNRNPM,HNRNPA3
SF3A2,HNRNPA3
SNRPB2,HNRNPA3
DDX23,HNRNPA3
GTF2F2,HNRNPA3
POLR2F,HNRNPA3
HNRNPH1,HNRNPA3
SNRPD3,HNRNPA3
PRPF4,HNRNPA3
ELAVL1,HNRNPA3
POLR2J,HNRNPA3
POLR2I,HNRNPA3
PCBP1,HNRNPA3
SNU13,HNRNPA3
SRSF11,HNRNPA3
SF3A3,HNRNPA3
SNRPF,HNRNPA3
POLR2G,HNRNPA3
HNRNPH2,HNRNPA3
HNRNPA0,HNRNPA3
SNRPD2,HNRNPA3
SRRM1,HNRNPA3
CPSF3,HNRNPA3
PRPF6,HNRNPA3
SNRNP70,HNRNPA3
ALYREF,HNRNPA3
HNRNPL,HNRNPA3
CPSF1,HNRNPA3
ENSG00000111987,HNRNPA3
SNRPA1,HNRNPA3
HNRNPC,HNRNPA3
PAPOLA,HNRNPA3
SF3B1,HNRNPA3
NFX1,HNRNPA3
EFTUD2,HNRNPA3
CDC40,HNRNPA3
CSTF2,HNRNPA3
POLR2D,HNRNPA3
SNRPB,HNRNPA3
SF3B2,HNRNPA3
SF3B3,HNRNPA3
DHX9,HNRNPA3
CSTF1,HNRNPA3
HNRNPA2B1,HNRNPA3
SNRPA,HNRNPA3
PTBP1,HNRNPA3
SREK1,HNRNPA3
POLR2L,HNRNPA3
SNRPG,HNRNPA3
POLR2E,HNRNPA3
SNRPD1,HNRNPA3
SRSF2,HNRNPA3
CD2BP2,HNRNPA3
SF3B4,HNRNPA3
RBM5,HNRNPA3
YBX1,HNRNPA3
CPSF7,HNRNPA3
SRSF3,HNRNPA3
HNRNPUL1,HNRNPA3
PABPN1,HNRNPA3
POLR2K,HNRNPA3
PCF11,HNRNPA3
TXNL4A,HNRNPA3
SRSF1,HNRNPA3
SRSF9,HNRNPA3
HNRNPD,HNRNPA3
CPSF2,HNRNPA3
SF3B5,HNRNPA3
NUDT21,HNRNPA3
CCAR1,HNRNPA3
CASKIN1,HNRNPA3
CLP1,HNRNPA3
FUS,HNRNPA3
DHX38,HNRNPA3
TAF12,TAF11
POLR2B,TAF11
MNAT1,TAF11
POLR2C,TAF11
CDK7,TAF11
ENSG00000215719,TAF11
POLR2A,TAF11
POLR2H,TAF11
GTF2F2,TAF11
POLR2F,TAF11
CCNH,TAF11
ING2,TAF11
TAF7,TAF11
POLR2J,TAF11
POLR2I,TAF11
TAF9B,TAF11
TAF4,TAF11
POLR2G,TAF11
GTF2H2,TAF11
GTF2H3,TAF11
TAF6,TAF11
AK6,TAF11
GTF2B,TAF11
ERCC3,TAF11
CPSF1,TAF11
GTF2H1,TAF11
TAF5,TAF11
TAF1,TAF11
POLR2D,TAF11
BPTF,TAF11
TBP,TAF11
POLR2L,TAF11
POLR2E,TAF11
ERCC2,TAF11
GTF2A2,TAF11
AL590763.1,TAF11
TAF2,TAF11
POLR2K,TAF11
TAF10,TAF11
GTF2E2,TAF11
TAF13,TAF11
ENSG00000172660,TAF11
GTF2A1,TAF11
HNRNPR,U2AF1
POLR2B,U2AF1
POLR2C,U2AF1
SRSF5,U2AF1
SRSF4,U2AF1
HNRNPU,U2AF1
HNRNPF,U2AF1
SNRNP200,U2AF1
SF3A1,U2AF1
HNRNPA1,U2AF1
HNRNPK,U2AF1
NCBP2,U2AF1
SRSF7,U2AF1
POLR2A,U2AF1
POLR2H,U2AF1
HNRNPM,U2AF1
SF3A2,U2AF1
SNRPB2,U2AF1
DDX23,U2AF1
GTF2F2,U2AF1
POLR2F,U2AF1
HNRNPH1,U2AF1
SNRPD3,U2AF1
PRPF4,U2AF1
POLR2J,U2AF1
POLR2I,U2AF1
PCBP1,U2AF1
SNU13,U2AF1
SRSF11,U2AF1
SF3A3,U2AF1
SNRPF,U2AF1
POLR2G,U2AF1
HNRNPH2,U2AF1
HNRNPA0,U2AF1
SNRPD2,U2AF1
SRRM1,U2AF1
CPSF3,U2AF1
PRPF6,U2AF1
SNRNP70,U2AF1
ALYREF,U2AF1
HNRNPL,U2AF1
CPSF1,U2AF1
ENSG00000111987,U2AF1
SNRPA1,U2AF1
HNRNPC,U2AF1
PAPOLA,U2AF1
SF3B1,U2AF1
NFX1,U2AF1
EFTUD2,U2AF1
CDC40,U2AF1
CSTF2,U2AF1
POLR2D,U2AF1
SNRPB,U2AF1
SF3B2,U2AF1
SF3B3,U2AF1
DHX9,U2AF1
CSTF1,U2AF1
HNRNPA2B1,U2AF1
SNRPA,U2AF1
PTBP1,U2AF1
SRPK1,U2AF1
POLR2L,U2AF1
SNRPG,U2AF1
POLR2E,U2AF1
SNRPD1,U2AF1
SRSF2,U2AF1
CD2BP2,U2AF1
SF3B4,U2AF1
RBM5,U2AF1
YBX1,U2AF1
CPSF7,U2AF1
SRSF3,U2AF1
HNRNPUL1,U2AF1
PABPN1,U2AF1
POLR2K,U2AF1
PCF11,U2AF1
TXNL4A,U2AF1
SRSF1,U2AF1
SRSF9,U2AF1
HNRNPD,U2AF1
CPSF2,U2AF1
SF3B5,U2AF1
NUDT21,U2AF1
CCAR1,U2AF1
CASKIN1,U2AF1
CLP1,U2AF1
FUS,U2AF1
APOBEC1,U2AF1
DHX38,U2AF1
HNRNPA3,U2AF1
HNRNPR,SMC1A
POLR2B,SMC1A
POLR2C,SMC1A
SRSF5,SMC1A
SRSF4,SMC1A
HNRNPU,SMC1A
HNRNPF,SMC1A
SNRNP200,SMC1A
SF3A1,SMC1A
HNRNPA1,SMC1A
HNRNPK,SMC1A
NCBP2,SMC1A
SRSF7,SMC1A
POLR2A,SMC1A
POLR2H,SMC1A
HNRNPM,SMC1A
SF3A2,SMC1A
SNRPB2,SMC1A
DDX23,SMC1A
SUPT5H,SMC1A
GTF2F2,SMC1A
POLR2F,SMC1A
HNRNPH1,SMC1A
SNRPD3,SMC1A
PRPF4,SMC1A
POLR2J,SMC1A
POLR2I,SMC1A
PCBP1,SMC1A
SNU13,SMC1A
SRSF11,SMC1A
SF3A3,SMC1A
SNRPF,SMC1A
POLR2G,SMC1A
HNRNPH2,SMC1A
HNRNPA0,SMC1A
SNRPD2,SMC1A
SRRM1,SMC1A
CPSF3,SMC1A
PRPF6,SMC1A
SNRNP70,SMC1A
ALYREF,SMC1A
HNRNPL,SMC1A
CPSF1,SMC1A
ENSG00000111987,SMC1A
SNRPA1,SMC1A
HNRNPC,SMC1A
PAPOLA,SMC1A
SF3B1,SMC1A
NFX1,SMC1A
EFTUD2,SMC1A
CDC40,SMC1A
CSTF2,SMC1A
POLR2D,SMC1A
SNRPB,SMC1A
SF3B2,SMC1A
SF3B3,SMC1A
DHX9,SMC1A
CSTF1,SMC1A
HNRNPA2B1,SMC1A
SNRPA,SMC1A
PTBP1,SMC1A
POLR2L,SMC1A
SNRPG,SMC1A
POLR2E,SMC1A
SNRPD1,SMC1A
SRSF2,SMC1A
CD2BP2,SMC1A
SF3B4,SMC1A
RBM5,SMC1A
YBX1,SMC1A
CPSF7,SMC1A
SRSF3,SMC1A
HNRNPUL1,SMC1A
PABPN1,SMC1A
POLR2K,SMC1A
TFIP11,SMC1A
PCF11,SMC1A
TXNL4A,SMC1A
SRSF1,SMC1A
SRSF9,SMC1A
HNRNPD,SMC1A
CPSF2,SMC1A
SF3B5,SMC1A
NUDT21,SMC1A
CCAR1,SMC1A
CASKIN1,SMC1A
CLP1,SMC1A
ENSG00000108296,SMC1A
FUS,SMC1A
DHX38,SMC1A
HNRNPA3,SMC1A
U2AF1,SMC1A
TAF12,GTF2F1
HNRNPR,GTF2F1
POLR2B,GTF2F1
MNAT1,GTF2F1
POLR2C,GTF2F1
SRSF5,GTF2F1
SRSF4,GTF2F1
HNRNPU,GTF2F1
HNRNPF,GTF2F1
CDK7,GTF2F1
SNRNP200,GTF2F1
SF3A1,GTF2F1
HNRNPA1,GTF2F1
HNRNPK,GTF2F1
